id	score	sentence1	sentence2
597	2.6750197	A person is adding food in a pan.	A man is dancing in the street.
598	2.7777126	A woman is cutting tofu.	A woman is cutting an onion.
599	4.337867	A man in a white shirt and hat playing a guitar.	A man in a green shirt and black hat playing a guitar on stage.
600	4.3602395	It depends on how it's used.	It depends on how long it's been out.
601	3.7895226	two white standard poodles play with a toy in the snow	Two dogs fighting in the snow.
602	4.4838758	Perry has since called two special legislative sessions to try force the redistricting plan through.	Since then, Texas Gov. Rick Perry has called two special sessions trying to push the measure through.
603	4.7234836	The AFL-CIO is waiting until October to decide if it will endorse a candidate.	The AFL-CIO announced Wednesday that it will decide in October whether to endorse a candidate before the primaries.
604	4.045079	"The Justice Department filed suit Thursday against the state of Mississippi for failing to end what federal officials call ""disturbing"" abuse of juveniles and ""unconscionable"" conditions at two state-run facilities."	The Justice Department filed a civil rights lawsuit Thursday against the state of Mississippi, alleging abuse of juvenile offenders at two state-run facilities.
605	4.18032	The tennis player hit the ball into outer space and broke the death star.	A female tennis player is leaping into the air to hit the ball.
606	3.535142	A black and tan dog standing in a field near trees	A white dog is standing by a river shaking himself dry.
607	4.6095223	A dark brown horse standing in a field.	A brown horse in a green field.
608	3.8416357	Unfortunately the answer to your question is we simply do not know.	The answer to your question is not really.
609	4.205306	That compares with a profit of $1 million, or breakeven, on $1.39 billion in revenue during the same period last year.	Total revenue for the second quarter was $1.48 billion, up 7% from $1.39 billion in the same period last year.
610	4.309245	This is not a good idea.	This sound like a very bad idea.
611	2.9053485	A man is playing a guitar.	A man is driving a car.
612	3.4810944	The wood probably isn't rotten, it's just worn out.	It's just worn out and not safe.
613	4.814145	four children are playing on a trampoline.	Four kids are jumping on a trampoline.
614	2.609391	The woman is styling her hair.	The woman is slicing herbs.
615	4.372807	Some 95 million Americans -- half of all households -- invest in mutual funds.	About half of all U.S. households have money in mutual funds.
616	3.515708	The group is eating while taking in a breathtaking view.	A group of people take a look at an unusual tree.
617	3.920791	A band is playing on stage.	A woman is dancing on a stage.
618	4.794369	"Michael Bloomberg, NYC Mayor: ""I'm gonna try march with a number of different groups."	I'm going to try to march with a number of different groups, Bloomberg said.
619	4.6146727	That compared with a year-earlier profit of $102 million, or 13 cents a share.	That was more than double the $102 million, or 13 cents a share, for the year-earlier quarter.
620	4.026902	It very much depends on the grant in question.	I think it depends very much on the area.
621	3.161057	A man is driving a car.	A man is riding a horse.
622	2.8745103	A girl is running on a desert path.	A young girl is talking on a cell phone.
623	4.729549	Geraldine Andrews, the pastor's daughter-in-law, said Robinson recently took her daughter out of a mental health facility.	Geraldine Andrews, Reynolds' daughter-in-law and a friend of Wilson's family, said Robinson had recently taken Wilson out of a mental health facility.
624	2.740891	A man is playing a guitar.	A woman is riding a horse.
625	4.543724	It later emerged that he had broken his right thigh and bones in his right wrist and elbow.	Tour doctors later confirmed that he had broken his right leg near the hip and also sustained wrist and elbow fractures.
626	3.0106544	You are on the right path.	You're right on about the sample definition.
627	3.7749887	a man working at the steel mill	A man working in a foundry.
628	4.50756	A man pours rice into a pot.	A man is putting rice in a bowling pot.
629	3.3997238	A woman is cutting an onion.	A woman is cleaning a garden.
630	3.9206445	Unfortunately the answer to your question is we simply do not know.	If the conversation is not about work, you know what the answer is to your own question.
631	4.2005653	You should do it.	You should do what it says.
632	4.200432	The dollar was last at $1.1149 to the euro, close to its strongest level since April 30.	The dollar pushed as high as $1.1115 to the euro in early trade, extending Tuesday's one percent rally to hit its strongest level since April 30.
633	4.882498	Shares of Mandalay closed down eight cents to $29.42, before the earnings were announced.	Shares of Mandalay closed down 8 cents at $29.42 Thursday.
634	4.7631836	Under Mexican law, bounty hunting is considered a form of kidnapping.	Bounty hunting is illegal in Mexico, and the bounty hunter was charged with kidnapping.
635	4.154607	Kollar-Kotelly has scheduled another antitrust settlement compliance hearing for January.	The judge scheduled another oversight hearing for late January.
636	4.4743166	It's not a good idea.	It's not just a good idea, it's an excellent idea.
637	4.745672	A tan puppy on a carpeted floor.	Tan puppy lying down on white carpeting.
638	3.5788121	The man is exercising.	A man is doing pull-ups.
639	4.4826646	A dog running on the grass	Two dogs are running on the grass.
640	3.6893466	It depends on the dish and how amenable it is at the stage you make the mistake.	It depends on the sauce and the result you want.
641	4.7619267	In addition to O'Connor, Rehnquist's majority opinion was joined by Justices David Souter, Ruth Bader Ginsburg, and Stephen Breyer.	Joining him in the majority opinion were Justices Sandra Day O'Connor, David H. Souter, Ruth Bader Ginsburg and Stephen G. Breyer.
642	4.7352543	A young boy wearing a red winter coat is eating and holding up a candy bar.	A young boy wearing a red coat eats a chocolate bar.
643	4.2832904	A man is riding a white horse on an enclosed ground.	Someone is riding a horse.
644	4.519823	MediaQ's customers include major handheld makers Mitsubishi, Siemens, Palm, Sharp, Philips, Dell and Sony.	Nvidia will take advantage of MediaQ customers, which include such players as Siemens AG, Sharp, Philips, Dell, Mitsubishi and Sony Corp.
645	3.3007753	I would say you can do it, but it wouldn't be advised.	I would say it is impossible to know, so don't risk it.
646	4.4594517	Older gentleman looking at red motorcycle.	A man looking at a red motorcycle.
647	3.8118153	Shortly after the opening bell, the Dow Jones Industrial Average was up 11.13 to 9,228.48, while the S&P 500 index gained 1.74 to 982.33.	After a weak start, the Dow Jones Industrial Average ended the day up 26.26 to 9,217.35, while the S&P 500 index rose 3 to 980.59.
648	3.9991255	Three people are meeting for coffee.	Two people make coffee.
649	4.536261	I had the same problem as you.	I had the same issue.
650	4.387114	Before Thursday's matinee, Baker called a clubhouse meeting, concerned that the controversy had distracted the Cubs.	Baker called a pregame meeting, believing the the corked-bat episode had distracted the team.
651	4.315143	Shares of MONY were gaining $2.57, or 9%, to $31.90 in after-hours trading on Instinet.	MONY shares rose 8.76 per cent to $31.90 in after-hours trading in New York.
652	4.220587	Three women cook.	Two women cooking.
653	4.694461	Southwest said its traffic was up 4.6 percent in the quarter, and it ended the quarter with $2.2 billion in cash.	Southwest said its traffic was up 4.6 percent in the quarter on a capacity increase of 4.2 percent.
654	4.0320687	Veteran stage and screen actor Hume Cronyn died of cancer Sunday.	Character actor Hume Cronyn, 91, died Sunday at his home in Connecticut.
655	2.908385	A cat laying on a red cushion looking at the camera.	A tan dog lying on a moggie bed looking up at the camera.
656	4.8164883	I'm thinking it's a bad idea. 	I think it's a bad idea.
657	2.4829493	A dog taking a poop in the street.	A man making balloon animals for two children on a street corner.
658	4.5031886	A man is riding a horse by a creek.	A man is riding a horse.
659	4.17848	The Senate agreed Tuesday to lift a 10-year-old ban on the research and development of low-yield nuclear weapons.	Both the House and Senate bills would end the ban on research and development of low-yield nuclear weapons.
660	3.950079	The baby boy wants his mother.	A baby boy is happy to see his mother.
661	3.172337	The two officers are driving	Two officers are on horses.
662	2.8314643	A woman is braiding her hair.	A man is riding a motorcycle.
663	4.009046	This is not a good idea.	This is probably not a good idea but I will suggest it anyhow.
664	3.8143446	A female DJ holds up a Michael Jackson album.	a girl holding a picture of Michael Jackson smiling
665	3.842974	You have to decide what you want to get out of this.	You have to find out what works for you.
666	4.654356	Can you do this?	Can you do it?
667	3.6334271	The tech-laced Nasdaq Composite Index gained 2.90 points, or 0.18 percent, to 1,606.87.	At 12:10 p.m. EDT, Canada's benchmark S&P/TSX composite index was up 6.87 points or 0.1 per cent to 6,979.29.
668	4.8777523	A man is cutting up a cucumber.	A man is slicing a cucumber.
669	4.8120174	A deer jumps a fence.	A deer is jumping over a fence.
670	3.0481813	A person wearing a helmet rides a bike near a white structure.	A girl wearing black shorts and boots is standing next to a blue motorcycle.
671	4.7838397	Man in yellow canoe paddling through water.	Man paddling a yellow canoe towards a the shore.
672	2.3975775	A woman is picking a can.	A man is playing a guitar.
673	3.0447078	A woman is talking to her pet bunny as she fondles it.	A woman walks her dog onto astro turf.
674	4.1464996	A group of people are dancing.	Women are dancing outside.
675	2.9747849	This answer is based on my experience teaching undergraduate math in the US.	This answer is based on experience I did not researched for references.
676	4.6104784	In the US, it will depend on the school.	It really depends on the school and the program.
677	4.5257683	A man is eating a food.	A man is eating a piece of bread.
678	4.250212	Sean Harrigan, president of the California Public Employees' Retirement System, also suggested paring down the NYSE's 27-member board, changing its composition and making it more accountable.	Sean Harrigan, president of the California Public Employees' Retirement System, also suggested paring the NYSE's 27-member board and allotting more seats to investors outside the securities industry.
679	4.82722	You answered your own question.	You pretty much answered your own question.
680	4.8391585	One white boy and one black boy stand with arms around each other.	Two young boys, one white and one black, are standing with their arms around each other.
681	2.825945	A woman is playing in the ocean.	A woman is preparing shrimp to cook.
682	4.5715485	The polar bears fought over the kill.	Polar bears are fighting each other.
683	4.130466	It really doesn't matter.	It doesn't matter unless it is really far off.
684	3.6548252	Three guys playing a pro game of basketball.	two guys playing a game of baseball.
685	4.3681965	You can use it, too.	You can do it, too.
686	2.9619071	There are two things to consider:	There are two possible causes for this:
687	3.564184	A woman is folding paper.	A woman is applying eye shadow.
688	3.1600788	The head of a child with dark glasses is in focus.	There is a woman with a full head of hair.
689	2.327807	A woman is about to paint.	A boy is about to take a picture.
690	3.3506143	People are waiting for the fireworks to start.	Three people are waiting for the rain to stop.
691	3.4272747	You don't have to know.	Other than that you don't have a tax issue.
692	3.5767155	You just have to base your answer on what you do know, which is what you want.	Yes, you can do exactly what you want to do.
693	3.3001077	A man is playing the drums.	A man is playing the guitar.
694	3.9437566	The girl has a driver's license	A man has a driver's license.
695	2.4354074	Meat is being put into a skillet.	A woman is putting a baby into a trash can.
696	4.4545956	I've had this same problem.	I had this problem before.
697	4.139612	The dog is chasing the geese.	One dog is chasing the other.
698	2.9645586	Six children are cleaning a room.	Two male children cleaning up leaves in a parking lot.
699	4.377237	I have the same thing.	I had the same problem as you.
700	3.0323246	The girl has something on her head.	The woman has something with her.
701	3.853991	Barbini's comments came Tuesday, the second day of the Ministerial Conference and Expo on Agricultural Science and Technology.	U.S. Agriculture Secretary Ann Veneman kicks off the three-day Ministerial Conference and Expo on Agricultural Science and Technology on Monday.
702	4.456257	Mr McDonnell is leading Grant Thornton International's inquiry into the Italian business.	Mr McDonnell wants to establish if the Italian business followed Grant Thornton's audit procedures.
703	4.4699373	A boy climbs a forest hill.	A boy is climbing a hill.
704	3.518008	This is the tip I find most useful:	Something like this is useful:  
705	4.195096	Unfortunately the answer to your question is we simply do not know.	Sorry, I don't know the answer to your question.
706	3.9724035	A little boy is singing and playing a guitar.	A man is singing and playing the guitar.
707	1.8918324	A young woman is riding a Bay hose in a dirt riding-ring.	A man is staring at a horse with a white mane.
708	4.9001594	Boy lies on stomach in grass.	Small boy lying on his stomach on the grass.
709	4.5704913	I don't see why there should be any problem with this whatsoever.	I don't see why this could be a problem.
710	4.1766267	A man is peeling a potato.	A man is slicing a potato.
711	4.473159	Two women are dancing and singing in front of a crowd.	The women are singing and dancing.
712	3.8380635	The tech-laced Nasdaq Composite Index .IXIC eased 5.16 points, or 0.32 percent, at 1,590.75, breaking a six-day string of gains.	The tech-heavy Nasdaq Composite Index .IXIC was off 0.11 percent, or 1.78 points, at 1,594.13.
713	4.0763607	How do you do that?	How should you do that?
714	2.8969345	A little girl in an orange striped outfit is airborne whilst bouncing on a bed.	A dog in a red shirt is chasing a squirrel through the glass.
715	4.2552633	A kid is talking in class.	A girl is going to class.
716	2.7113433	There's also what the string is made of.	There is also a Youtube-Version of the film.
717	4.6846514	Three people sit at a picnic table outside of a building painted like a union jack.	Three people sit at an outdoor table in front of a building painted like the Union Jack.
718	4.5564685	Gov. Linda Lingle and members of her staff were at the Navy base and watched the launch.	Gov. Linda Lingle and other dignitaries are scheduled to be at the base to watch the launch.
719	4.0378046	A line of scooters are parking in the middle of a street.	A line of motor bikes are parked in the middle of a street.
720	4.766805	A polar bear is running towards a group of walruses.	A polar bear is chasing a group of walruses.
721	3.749219	The Chelsea defender Marcel Desailly has been the latest to speak out.	Marcel Desailly, the France captain and Chelsea defender, believes the latter is true.
722	3.4740164	A man is riding a motorcycle.	A woman is riding a horse.
723	3.9993234	Yes, there is a rule against this.	There's no rule against it.
724	4.2910843	Work into it slowly.	You work on it slowly.
725	3.8806982	A bike is next to a couple women.	A child next to a bike.
726	3.3911002	The Sunshine Group LTD represented the developers, The Related Companies and Apollo Real Estate Advisors LP, on the deal.	The developers, The Related Cos. and Apollo Real Estate Advisors, hope sales top $1 billion.
727	2.595179	Two animals sitting on a rock.	The brown train is sitting on the railroad tracks.
728	2.9709089	The young woman is flirting with the young boy.	The girl is young and cheery.
729	3.8574276	A woman is talking on a cell phone.	A man and woman are talking on the phone.
730	4.323854	PeopleSoft will commit $863 million in cash and issue 52.6 million new shares, the companies said.	The new deal would be valued at $1.75 billion, including $863 million in cash and 52.6 million PeopleSoft shares.
731	2.7518961	Yes, there is at least one to my knowledge.	To my knowledge, there's no time requirement.
732	4.6698427	You got it right.	You've got it right.
733	4.4379606	A red train driving through a snow covered city.	The train is riding on the tracks in the snow.
734	4.1889153	A man is pouring rice a roni into a pan.	A man poured ric-a-roni into a pan.
735	4.9893675	A woman plays the flute.	A woman is playing the flute.
736	4.12496	Let's show we won't let them off, said Marc Blondel, leader of the Force Ouvriere union.	The movement to defend pensions is gaining momentum, and we won't give up, said Marc Blondel, leader of the Force Ouvriere union.
737	2.9549127	A man is seasoning some carrots.	A woman is slicing garlic.
738	4.428409	A woman is climbing a cliff.	A woman is climbing a rock face.
739	2.624158	The woman is holding the harness that the brown and white dog is wearing.	A man and woman are looking at artwork that is on easels and clipped to a fencing wall.
740	4.3863792	The man has a orange shirt.	The woman has a orange shirt.
741	4.185432	Klarman was arrested by FBI agents in the Hamptons, an exclusive summer resort enclave east of New York City.	Klarman was arrested by FBI agents Monday morning at his home in New York.
742	3.4333255	A man is kicking pots of water.	A man is turning foods.
743	4.921275	Two boys playing a game of flag football.	Two boys are playing flag football.
744	4.2015944	Heatley was sixth in the league in goals last season with 41 and ninth in points with 89.	Heatley led Atlanta in scoring last season with a team-record 41 goals and 48 assists.
745	4.9562	People gathered in a room.	People gathered together in a room.
746	4.7971706	A person is peeling a potato.	The man is peeling a potato.
747	4.938549	The surfer does a flip off of a wave.	A surfer does a flip on a wave.
748	3.3352013	Yes, there is a chemical difference.	Yes, there is a reason for it.
749	4.0439854	In the second quarter, Anadarko now expects volume of 46 million BOE, down from 48 million BOE.	Production for the second quarter was cut to 46 million barrels from 48 million barrels.
750	4.1551185	Indeed, Mr. Weill, a self-described workaholic, said he planned to remain very involved in the company.	Still, Mr. Weill will remain very much a power at the company.
751	4.584328	We believe we are fully prepared to roll out the [touch-screen] machines for the 2004 presidential primary, said Gilles W. Burger, State Board of Elections chairman.	We believe we are fully prepared to roll out the revised Diebold machines, said Gilles W. Burger, chairman of the Maryland State Board of Elections.
752	4.1020517	"The New York senator's new book, ""Living History,"" appears a certain bestseller."	Hillary Clinton, the New York senator and former first lady, has a book out Monday titled Living History.
753	4.232289	Four children on stools in a diner.	Four children sit on tall bar stools at a yellow and grey bar.
754	4.3924165	There's not a lot you can do about that.	I'm afraid there's not really a lot you can do.
755	4.5056057	A girl is coming up on a car.	A girl jumps on top of a car.
756	4.343178	Home office space with bright green walls and artwork.	Small office space with bright green walls.
757	4.1753592	Two men are helping a boy.	Two men are with a young child.
758	3.5542798	Someone is slicing two uncooked racks of ribs apart.	Someone is cutting a piece of meat.
759	4.2709827	Looking to buy the latest Harry Potter?	Harry Potter's latest wizard trick?
760	4.120417	Three bicyclists crossing a bridge in a city.	The bicyclists are crossing a bridge in the rain.
761	1.666441	A man is smoking.	A baby is sucking on a pacifier.
762	2.5805745	You need to read a lot to know what you like and what you don't.	Yes, you should create a portfolio site to showcase what you can do and what you've done.
763	1.99331	Two racing dogs run in the mud.	The man is going into the water.
764	4.5382566	He was referring to John S. Reed, the former Citicorp chief executive who became interim chairman and chief executive of the exchange last Sunday .	Next week, John S. Reed, the former Citicorp chief executive who Sunday became interim chairman and chief executive of the exchange, will take up his position.
765	3.5402799	A dog is playing with a toy.	A dog is eating a doll.
766	3.5088763	A man is working on his farm.	An old guy is working on his farm and a cow kicks him.
767	4.10648	A cat plays in his water.	The cat fished a straw out ouf his water dish.
768	3.7630887	A close-up of a gray cat with green eyes.	A close-up of a cat on a cream sofa.
769	4.0131464	Men are playing soccer.	Two teams play soccer.
770	3.4283187	"He playfully chided the Senate's ""little bitty tax relief plan."""	We don't need a little bitty tax relief plan.
771	4.02785	A table is set with wine and dishes for two people.	A wooden table is set with candles, wine, and a purple plastic bowl.
772	4.90927	Two green and white trains sitting on the tracks.	Two green and white trains are sitting on the train track.
773	2.7238283	A young girl with dirt on her face and a red child's bike is in the background.	The old woman in shorts and a white t-shirt is standing on a path watching children play.
774	2.0675185	The train heads down the tracks and along the hedge.	a dog on the floor of a patio looks at a cat on the fence.
775	4.340091	The three grocery chains were relying on store managers and replacement workers to keep their stores open.	The supermarket chains have used managers and replacement workers to keep their stores open, often at reduced hours.
776	3.6677208	It was developed with consultation from more than 300 leaders in academia, industry, government and the public.	The plan, called The NIH Roadmap, was developed over 14 months with help from more than 300 consultants in industry and academia.
777	4.1845207	The blue-chip Dow Jones industrial average .DJI fell 86.56 points, or 0.94 percent, to 9,109.99, after giving up more than 1 percent earlier.	The Dow Jones industrial average .DJI fell 79.43 points, or 0.86 percent, to 9,117.12 on Friday.
778	3.3438692	How should I proceed about this?	So how should I do this?
779	3.4170609	A man is playing a guitar.	A man is playing a keyboard.
780	2.6478968	"Tomorrow at the Mission Inn, I have the opportunity to congratulate the governor-elect of the great state of California.	I have the opportunity to congratulate the governor-elect of the great state of California, and I'm looking forward to it."""	
781	4.485379	So think it in this way.	Think of it this way.
782	4.600053	A man with a bicycle at a coffee house.	Man walking bicycle to patio of a coffee shop.
783	3.367202	A woman mixes up vegetables.	A woman is adding ingredients to a skillet.
784	4.620972	A guy is taking off his sunglasses.	A boy is removing his sunglasses.
785	4.7337046	Two dogs are running through the grass near a house and trees.	Two dogs are running through a green yard
786	4.540934	The Dow Jones industrial average ended the day down 10.89 at 9,837.94, after advancing 111.04 Wednesday.	The Dow Jones industrial average fell 10.89 points, or 0.11 percent, to 9,837.94.
787	2.4674723	Three little girls are sitting on the grass.	Two poodles are running through the snow.
788	4.5589247	A brown duck and white duck stand on the grass.	Brown and white ducks walking on green grass.
789	4.0560174	The brown dog runs on the snow with a white ball in his mouth.	Four dogs play in the snow with the city skyline behind them.
790	4.782341	A little girl peddling a scooter.	A girl is riding a scooter.
791	2.7727869	people walk home	People waiting.
792	3.5090969	Graves reported from Albuquerque, Villafranca from Austin and Ratcliffe from Laredo.	Pete Slover reported from Laredo and Gromer Jeffers from Albuquerque.
793	3.5208678	U.S. troops encountered no resistance during the five-hour sweep near Tikrit, Saddam Hussein's hometown and the center of a region of Baath Party supporters.	Tikrit is Saddam Hussein's hometown and the region around it is known as a hotbed of Baath Party supporters and former high-ranking Iraqi military officials.
794	3.9513052	You just have to base your answer on what you do know, which is what you want.	You have to do what is right for you.
795	4.1474266	Last week, his lawyers asked Gov. Mark R. Warner to grant clemency, but the governor declined to intervene.	Last week, his lawyers asked Warner to grant clemency under certain conditions that would have lead to a new sentencing hearing.
796	4.959989	Two brown dogs runs through the water.	Two brown dogs running through water.
797	3.6394932	A black dog standing in the grass near a volleyball.	A brown and black down with a blue collar near a soccer ball on a grassy field.
798	3.1012864	A woman is slicing ginger.	A woman is cutting potatoes.
799	4.6472893	A man climbing a rock-face.	A man is climbing a rock wall.
800	2.5837805	A brown and white dog is running across a brown field.	A person hanging from a rocky cliff.
801	3.602583	A man is playing a guitar.	A man is playing a trumpet.
802	4.486108	Initial autopsy reports show they died of dehydration, hyperthermia and suffocation.	Two more died later, and initial autopsy reports show they succumbed to dehydration, hypothermia and suffocation.
803	4.235694	A group of people sit at a table in an Italian restaurant.	A group of six people sitting at a table with salad served.
804	4.9185762	A group of people are sweeping water out of a house.	People are sweeping water out of a house.
805	4.223942	Advanced Micro Devices said Fujitsu Siemens Computers is offering a high-end workstation based on AMD's Opteron 200 Series.	Fujitsu Siemens Computers on Tuesday made good on a promise to offer a workstation based on Advanced Micro Devices' Opteron processor.
806	4.7309427	A man is laughing with a woman	A man and a woman laughing.
807	4.304701	Two Indian women with two Indian girls near the water.	Two Indian woman stand with two Indian girls on a beach.
808	4.9418945	A man is cutting an onion.	A man cuts an onion.
809	4.6285686	A woman is slicing some tofu.	A woman is cutting a block of tofu into small cubes.
810	3.318915	Yes, you should make a résumé.	Yes, you should talk to your professor.
811	4.627538	A person is slicing some garlic.	A person is dicing a clove of garlic with a knife.
812	4.750369	Green and white bird perched on tree branch.	Bird with a green head and white chest perched on a tree branch.
813	4.0396724	It varies by the situation.	This varies by institution.
814	4.4492617	A New Castle County woman has become the first Delaware patient to contract the West Nile virus this year, the state's Department of Health reported.	A 62-year-old West Babylon man has contracted the West Nile virus, the first human case in Suffolk County this year, according to the county health department.
815	3.8492954	Governor Gray Davis estimated yesterday that the fires could cost nearly $2 billion.	State officials estimated the cost at nearly $2 billion.
816	4.5342655	I realized there is already an accepted answer but I figure I would add my 2 cents.	I know this is an old question but I feel I should add my 2 cents.
817	2.441649	A man is holding a leaf.	A monkey is fighting a man.
818	4.6271954	A dog under the stairs	A dog is resting on the stairs.
819	2.5053697	A man is talking on the phone.	A man is moon-walking across a store.
820	2.9379272	A very retro living room with a television in it.	A grey cat lying on a wooden table.
821	4.129581	"The report cites the marriage of the alleged operational commander of the Bali bombings, Mukhlas, to Farida, a ""highly cosmopolitan and well-educated young woman""."	The report cites the marriage of the alleged operational commander of the Bali bombings, Mukhlas, as an example of how JI uses marriage to grow.
822	4.8579154	Two black dogs are playing on the grass.	Two black dogs are playing in a grassy plain.
823	4.7409716	The civilian unemployment rate improved marginally last month -- slipping to 6.1 percent -- even as companies slashed payrolls by 93,000.	The civilian unemployment rate improved marginally last month _ sliding down to 6.1 percent _ as companies slashed payrolls by 93,000 amid continuing mixed signals about the nation's economic health.
824	3.634159	A man is kicking pots of water.	A man is picking flowers.
825	2.9816322	Two people are in bed.	Two boxers are in the ring.
826	4.2281146	It depends on what you want to do next, and where you want to do it.	It depends on what you want to be able to do.
827	3.4390593	They can be out of level by a bit, but flat is important.	Yes, although they can be a bit sour.
828	3.9995737	The yard has a dog.	The dog is running after another dog.
829	3.5827243	A man riding on the back of an orange SUV.	an African man hanging onto the back of a very full yellow van.
830	4.5124035	A wet, blond dog carries a stick on the shore.	The wet, brown dog has a stick in his mouth and is running in the sand next to the water.
831	2.5680137	The person is wearing a fedora.	A man is wearing a uniform.
832	4.542404	IDEC shareholders would own 50.5 percent of the stock of the combined company, and Biogen shareholders the remaining 49.5 percent.	The companies said Idec holders would own about 50.5 percent of the stock of the combined company.
833	3.1787963	Two men wearing traditional clothing is standing outside.	Three women wearing black vests and gray shirts are talking outside of a building.
834	2.9235406	A woman is cutting onions.	A woman is cutting tofu.
835	3.7157357	I think it is great that you had a test conducted.	I think that's a great plan.
836	3.7088966	It has a margin of error of plus or minus 4 percentage points.	That poll had 712 likely voters and sampling error of plus or minus 3.7 percentage points.
837	4.0091467	It depends on what you want to do next, and where you want to do it.	In other words, it depends on where you go, when you do there and how.
838	3.7600737	The House has passed prescription-drug legislation in the last two sessions, but the Senate has failed to do so.	The House has passed bills the past two Congresses, but the Senate has not.
839	4.1041813	Also it is useful to keep the consistency in your story.	It is important to keep the story in the scope of your limit.
840	3.2067516	A man is playing a flute.	A man is playing a guitar.
841	3.652269	A group of male construction workers repair railroad tracks on a cloudy day	A crew of workers working on a railroad track.
842	3.6911502	A man with a gray beard is being shaved in front of a lecture hall	A man with a beard is sitting in the grass.
843	4.7668138	Someone is on a blanket.	The person is making a blanket.
844	3.9797063	The birds are swimming in the water.	Birds fly low over water.
845	3.9024687	The key thing to realize here is that it's not your job to make people do their work.	It really isn't your problem how they are going to find a qualified person to do the job.
846	4.724283	A person is scrubbing a zucchini.	A woman is scrubbing a zucchini with a vegetable brush.
847	3.8265276	The bishop told police he thought he had hit a dog or a cat or that someone had thrown a rock at his vehicle.	Bishop O'Brien, aged 67, had told police he thought he had hit a dog or cat.
848	2.8956482	A woman wearing large sunglasses holds newspapers in both hands.	A fat woman wearing faint blue top is blowing soap bubble.
849	3.1422687	The woman is slicing tofu.	The woman is putting on lipstick.
850	3.9897747	A brown and white dog is running through the snow.	a brown and white dog is running on the grass.
851	3.4443502	It depends on what you want to have in your tank.	i think it depends what you want:
852	4.7087727	A group of people living in the desert	A group of people in the middle of the desert.
853	2.8750417	A man is making a bed.	A man is speaking to an audience.
854	4.410017	In 1999, the building's owners, the Port Authority of New York and New Jersey, issued guidelines to upgrade the fireproofing to a thickness of 1{ inches.	The NIST discovered that in 1999 the Port Authority issued guidelines to upgrade the fireproofing to a thickness of 1 1/2 inches.
855	3.8461204	It depends on what they are.	It depends on what they are evaluating, and how.
856	2.0310025	A dog has a sweater on.	A man in a suit jacket is sitting on a red couch with a cat.
857	3.7578135	A dog prepares to herd three sheep with horns.	A dog and sheep run together.
858	2.8391411	A man sitting cross legged on the grass, with a tree in the background.	Ocean liner close to coast with houses in the background.
859	4.7740417	Boy and white dog running in grassy field	A boy and a dog running on grass
860	2.677107	A yellow school bus parked in a field.	A brown horse in a green field.
861	4.1592607	Martin, 58, will be freed today after serving two thirds of his five-year sentence for the manslaughter of 16-year-old Fred Barras.	Martin served two thirds of a five-year sentence for the manslaughter of Barras and for wounding Fearon.
862	4.3636494	In addition, primary care trusts (PCTs) were given star ratings for the first time this year.	Primary Care Trusts and Mental Health Trusts have also been formally rated for the first time this year.
863	4.643348	The new sensor -- dubbed CANARY for ''cellular analysis and notification of antigen risks and yields'' -- hijacks this natural process with two important changes.	The team has named the sensor Canary, for cellular analysis and notification of antigen risks and yields.
864	4.4046965	A girl is applying makeup on her face.	A woman is putting on makeup.
865	3.0588527	The answers so far are already good, but I'd like to add a map for Switzerland:	You have a lot of answers already, but I'd like to add Curries as another solutions.
866	3.1782677	I think it's just a habit.	I think it's a bad idea.
867	4.290765	It is about a third of what I owe in the world, he told reporters.	It ain't coming to me, but it's only about a third of what I owe in the world.
868	3.3473878	Three dolphins are jumping out of a pool in front of a crowd of people.	A man is giving a presentation in front of a lot of people.
869	3.8471162	A woman and a man embrace while watching a horror movie.	A man and a woman watch a movie together.
870	3.0110307	A person driving a cart pulled by a bicycle.	A man wearing a dust mask riding a three wheeled bicycle.
871	3.7307143	Second comes HP (27 percent with $2.9 billion, up just 0.4 percent).	HP fell to second place with server sales growing 0.4 percent to $2.9 billion.
872	2.784494	A man breaks cinder blocks on another man.	A woman breaks an egg into a pan.
873	3.8619657	"I think we made the right case and did the right thing."""	"Mr Blair went on: ""I think we did the right thing in relation to Iraq."
874	3.0078804	No it does not affect your ratings.	No it is not.
875	3.3035018	A man sits by a dock looking at the water.	A man jumps off a rock into the water
876	4.356411	A man has his son on his back	A man spent his time with his son.
877	4.0012975	But Mitsubishi Tokyo Financial (JP:8306: news, chart, profile) declined 3,000 yen, or 0.65 percent, to 456,000 yen.	Sumitomo Mitsui Financial (JP:8316: news, chart, profile) was down 2.5 percent at 198,000 yen.
878	4.838717	The answer to both questions is: Yes.	The answer to both of your questions is yes.
879	4.242291	The consensus estimate of analysts polled by Thomson First Call called for a profit of $1.70 per share.	Analysts polled by Reuters Research, a unit of Reuters Group Plc, on average forecast profit of $1.69 per share.
880	4.573365	A man mixes vegetables in a pot.	A person is stirring vegetables in a pot.
881	4.5038853	A brown and white dog is walking up snowy steps.	A black and white dog frolics in the snow.
882	4.65801	The attack seemed similar to others staged near foreign compounds in Riyadh on May 12.	The attack seemed similar to attacks staged near foreign compounds in Riyadh on May 12, for which officials have also blamed al-Qaida.
883	4.2137265	A man is riding an electric bicycle.	A man is riding a bicycle.
884	3.0674198	A girl is jumping.	A boy is rock climbing.
